skill_id,skill_name,cast_time,aftercast,recharge,type,profession,attribute,energy_cost,sacrifice,adrenaline,combo,weapon_req,combo_req,target
885,Shield Guardian,1.5,0.75,20.0,6,3,15,5,0,0,0,0,0,0
886,Restful Breeze,1.0,0.75,8.0,6,3,13,5,0,0,0,0,0,3
887,Signet of Rejuvenation,1.0,0.75,8.0,7,3,13,0,0,0,0,0,0,3
888,Whirling Axe,0.0,0.0,0.0,14,1,18,0,0,100,0,1,0,5
889,Forceful Blow,0.0,0.0,0.0,14,1,19,0,0,120,0,16,0,5
890,REMOVE,0.0,0.0,0.0,15,1,21,0,0,100,0,0,0,0
891,"""None Shall Pass!""",0.0,0.0,45.0,15,1,21,5,0,0,0,0,0,0
892,Quivering Blade,0.0,0.0,0.0,14,1,20,0,0,120,0,128,0,5
893,Seeking Arrows,2.0,0.75,20.0,19,2,25,15,0,0,0,0,0,0
894,Rampager's Insight,0.0,0.0,0.0,2,0,51,0,0,0,0,0,0,0
895,Hunter's Insight,0.0,0.0,0.0,2,0,51,0,0,0,0,0,0,0
896,Amulet of Protection,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
897,Oath of Healing,0.75,0.25,0.0,5,0,51,0,0,0,0,0,0,4
898,Overload,0.25,0.75,5.0,4,5,2,5,0,0,0,0,0,5
899,Images of Remorse,2.0,0.75,5.0,4,5,1,5,0,0,0,0,0,5
900,Shared Burden,2.0,0.75,15.0,4,5,1,5,0,0,0,0,0,5
901,Soul Bind,1.0,0.75,5.0,4,4,7,10,0,0,0,0,0,5
902,Blood of the Aggressor,1.0,0.75,5.0,5,4,4,5,0,0,0,0,0,5
903,Icy Prism,1.0,0.75,5.0,5,6,11,10,0,0,0,0,0,5
904,Furious Axe,0.0,0.0,6.0,14,1,18,5,0,0,0,1,0,5
905,Auspicious Blow,0.0,0.0,0.0,14,1,19,0,0,120,0,16,0,5
906,"""On Your Knees!""",0.0,0.0,0.0,15,1,51,0,0,150,0,0,0,0
907,Dragon Slash,0.0,0.0,0.0,14,1,20,0,0,240,0,128,0,5
908,Marauder's Shot,0.0,0.0,6.0,14,2,25,10,0,0,0,2,0,5
909,Focused Shot,0.0,0.0,2.0,14,2,25,5,0,0,0,2,0,5
910,Spirit Rift,2.0,0.75,5.0,5,8,34,10,0,0,0,0,0,16
911,Union,0.75,0.75,45.0,22,8,32,15,0,0,0,0,0,0
912,Blessing of the Kurzicks,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
913,Tranquil Was Tanasen,1.0,0.75,20.0,24,8,33,10,0,0,0,0,0,0
914,Consume Soul,1.0,0.75,5.0,5,8,36,5,0,0,0,0,0,5
915,Spirit Light,1.0,0.75,4.0,5,8,33,5,17,0,0,0,0,3
916,Lamentation,1.0,0.75,15.0,4,8,34,10,0,0,0,0,0,5
917,Rupture Soul,0.75,0.75,5.0,5,8,36,10,0,0,0,0,0,1
918,Spirit to Flesh,0.75,0.75,15.0,5,8,36,10,0,0,0,0,0,1
919,Spirit Burn,1.0,0.75,6.0,5,8,34,5,0,0,0,0,0,5
920,Destruction,0.75,0.75,20.0,22,8,34,10,0,0,0,0,0,0
921,Dissonance,1.0,0.75,45.0,22,8,32,25,0,0,0,0,0,0
922,Dissonance,2.0,0.0,0.0,14,8,32,0,0,0,0,70,0,5
923,Disenchantment,1.0,0.75,30.0,22,8,32,15,0,0,0,0,0,0
924,Disenchantment,2.0,0.0,0.0,14,8,32,0,0,0,0,70,0,5
925,Recall,1.0,0.75,10.0,6,7,51,15,0,0,0,0,0,4
926,Sharpen Daggers,1.0,0.75,20.0,6,7,35,5,0,0,0,0,0,0
927,Shameful Fear,2.0,0.75,10.0,4,7,30,10,0,0,0,0,0,5
928,Shadow Shroud,1.0,0.75,20.0,4,7,31,10,0,0,0,0,0,5
929,Shadow of Haste,0.0,0.0,45.0,3,7,31,5,0,0,0,0,0,0
930,Auspicious Incantation,1.0,0.75,25.0,6,5,3,5,0,0,0,0,0,0
931,Power Return,0.25,0.75,7.0,5,5,0,5,0,0,0,0,0,5
932,Complicate,0.25,0.75,20.0,5,5,2,10,0,0,0,0,0,5
933,Shatter Storm,1.0,0.75,0.0,5,5,51,10,0,0,0,0,0,5
934,Unnatural Signet,1.0,0.75,10.0,7,5,2,0,0,0,0,0,0,5
935,Rising Bile,1.0,0.75,20.0,4,4,5,10,0,0,0,0,0,5
936,Envenom Enchantments,1.0,0.75,20.0,5,4,7,5,0,0,0,0,0,5
937,Shockwave,1.0,0.75,15.0,5,6,9,10,0,0,0,0,0,0
938,Ward of Stability,1.0,0.75,30.0,11,6,9,10,0,0,0,0,0,0
939,Icy Shackles,1.0,0.75,12.0,4,6,11,10,0,0,0,0,0,5
940,Cry of Lament,1.0,0.75,5.0,5,3,13,15,0,0,0,0,0,0
941,Blessed Light,0.75,0.75,3.0,5,3,16,10,0,0,0,0,0,3
942,Withdraw Hexes,1.0,0.75,5.0,5,3,16,15,0,0,0,0,0,3
943,Extinguish,1.0,0.75,12.0,5,3,15,15,0,0,0,0,0,0
944,Signet of Strength,1.0,0.75,45.0,7,1,17,0,0,0,0,0,0,0
945,REMOVE,0.0,0.0,20.0,15,1,21,5,0,0,0,0,0,0
946,Trapper's Focus,2.0,0.75,12.0,19,2,23,5,0,0,0,0,0,0
947,Brambles,5.0,0.75,60.0,22,2,24,10,0,0,0,0,0,0
948,Desperate Strike,0.0,0.0,6.0,14,7,29,5,0,0,1,8,0,5
949,Way of the Fox,0.25,0.75,45.0,6,7,31,5,0,0,0,0,0,0
950,Shadowy Burden,0.25,0.75,15.0,4,7,31,10,0,0,0,0,0,5
951,Siphon Speed,1.0,0.75,30.0,4,7,30,5,0,0,0,0,0,5
952,Death's Charge,0.25,0.75,30.0,5,7,31,5,0,0,0,0,0,5
953,Power Flux,0.25,0.75,10.0,4,5,2,10,0,0,0,0,0,5
954,Expel Hexes,1.0,0.75,8.0,5,5,51,5,0,0,0,0,0,3
955,Rip Enchantment,1.0,0.75,15.0,5,4,7,5,0,0,0,0,0,5
956,Energy Font,0.25,0.75,10.0,6,6,12,5,0,0,0,0,0,0
957,Spell Shield,2.0,0.75,30.0,6,3,16,10,0,0,0,0,0,0
958,Healing Whisper,1.0,0.75,1.0,5,3,13,5,0,0,0,0,0,4
959,Ethereal Light,1.0,0.75,5.0,5,3,13,5,0,0,0,0,0,3
960,Release Enchantments,1.0,0.75,5.0,5,3,16,5,0,0,0,0,0,0
961,Lacerate,3.0,0.75,15.0,22,2,22,10,0,0,0,0,0,0
962,Spirit Transfer,0.25,0.75,5.0,5,8,33,10,0,0,0,0,0,3
963,Restoration,1.0,0.75,30.0,22,8,32,10,0,0,0,0,0,0
964,Vengeful Weapon,0.25,0.75,3.0,25,8,33,5,0,0,0,0,0,3
965,Archemorus' Strike,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
966,Spear of Archemorus: Level 1,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
967,Spear of Archemorus: Level 2,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
968,Spear of Archemorus: Level 3,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
969,Spear of Archemorus: Level 4,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
970,Spear of Archemorus: Level 5,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
971,Argo's Cry,5.0,0.75,15.0,5,0,51,5,0,0,0,0,0,16
972,Jade Fury,10.0,0.0,8.0,5,0,51,5,0,0,0,0,0,0
973,Blinding Powder,0.25,0.75,20.0,5,7,31,5,0,0,0,0,4,5
974,Mantis Touch,0.75,0.75,15.0,5,7,30,5,0,0,2,0,2,5
975,Exhausting Assault,0.5,0.0,8.0,14,7,29,5,0,0,3,8,2,5
976,Repeating Strike,0.0,0.0,0.0,14,7,29,5,0,0,2,8,4,5
977,Way of the Lotus,0.25,0.75,20.0,6,7,31,5,0,0,0,0,0,0
978,Mark of Instability,0.25,0.75,20.0,4,7,51,10,0,0,0,0,0,5
979,Mistrust,2.0,0.75,12.0,4,5,2,10,0,0,0,0,0,5
980,Feast of Souls,0.25,0.75,10.0,5,8,36,10,0,0,0,0,0,0
981,Recuperation,0.75,0.75,45.0,22,8,33,25,0,0,0,0,0,0
982,Shelter,1.0,0.75,45.0,22,8,32,25,0,0,0,0,0,0
983,Weapon of Shadow,1.0,0.75,20.0,25,8,33,10,0,0,0,0,0,3
984,Torch Enchantment,0.0,0.0,0.0,6,3,51,0,0,0,0,0,0,0
985,Caltrops,0.25,0.75,10.0,5,7,31,10,0,0,0,0,0,5
986,Nine Tail Strike,0.0,0.0,8.0,14,7,29,5,0,0,3,8,4,5
987,Way of the Empty Palm,0.25,0.75,10.0,6,7,30,5,0,0,0,0,0,0
988,Temple Strike,0.0,0.0,20.0,14,7,29,15,0,0,2,8,2,5
989,Golden Phoenix Strike,0.0,0.0,8.0,14,7,29,5,0,0,2,8,0,5
990,Expunge Enchantments,0.75,0.75,30.0,10,7,30,10,0,0,0,0,0,5
991,Deny Hexes,1.0,0.75,12.0,5,3,16,5,0,0,0,0,0,3
992,Triple Chop,0.0,0.0,10.0,14,1,18,5,0,0,0,1,0,5
993,Enraged Smash,0.0,0.0,5.0,14,1,19,5,0,0,0,16,0,5
994,Renewing Smash,1.0,0.0,30.0,14,1,19,5,0,0,0,16,0,5
995,Tiger Stance,0.0,0.0,20.0,3,1,17,5,0,0,0,0,0,0
996,Standing Slash,0.0,0.0,0.0,14,1,20,0,0,140,0,128,0,5
997,Famine,3.0,0.75,15.0,22,2,24,10,0,0,0,0,0,0
998,Torch Hex,0.0,0.0,0.0,4,4,51,0,0,0,0,0,0,0
999,Torch Degeneration Hex,0.0,0.0,0.0,4,4,51,0,0,0,0,0,0,0
1000,Blinding Snow,0.25,0.75,10.0,5,5,51,0,0,0,0,0,0,5
1001,Avalanche,0.75,0.75,30.0,5,0,51,0,0,0,0,0,0,5
1002,Snowball,1.0,0.75,0.0,5,0,51,0,0,0,0,0,0,5
1003,Mega Snowball,1.0,0.75,0.0,5,0,51,0,0,100,0,0,0,5
1004,Yuletide,0.0,0.0,0.0,18,0,51,0,0,0,0,0,0,0
1005,Ice Skates,0.0,0.0,60.0,3,0,51,0,0,0,0,0,0,0
1006,Ice Fort,1.0,0.75,60.0,6,0,51,0,0,0,0,0,0,0
1007,Yellow Snow,0.75,0.75,12.0,19,0,51,0,0,0,0,0,0,0
1008,Hidden Rock,2.0,0.75,10.0,12,0,51,0,0,0,0,0,0,0
1009,Snow Down the Shirt,0.75,0.75,30.0,4,0,51,0,0,0,0,0,0,5
1010,"""Mmmm. Snowcone!""",0.0,0.0,60.0,15,0,51,0,0,0,0,0,0,0
1011,Holiday Blues,1.0,0.75,45.0,5,4,51,0,50,0,0,0,0,0
1012,Icicles,2.0,0.75,25.0,4,6,51,0,0,0,0,0,0,5
1013,Ice Breaker,1.0,0.75,45.0,6,3,51,0,0,0,0,0,0,3
1014,"""Let's Get 'Em!""",0.0,0.0,30.0,15,1,51,0,0,0,0,0,0,0
1015,Flurry of Ice,0.75,0.75,0.0,5,2,51,0,0,0,0,0,0,5
1016,Snowball,1.0,0.75,0.0,5,0,51,0,0,0,0,0,0,3
1017,Undying,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1018,Critical Eye,0.0,0.75,30.0,16,7,35,5,0,0,0,0,0,0
1019,Critical Strike,0.0,0.0,6.0,14,7,35,5,0,0,3,8,4,5
1020,Blades of Steel,0.0,0.0,8.0,14,7,29,5,0,0,3,8,4,5
1021,Jungle Strike,0.5,0.0,10.0,14,7,29,5,0,0,2,8,2,5
1022,Wild Strike,0.0,0.0,4.0,14,7,29,5,0,0,2,8,2,5
1023,Leaping Mantis Sting,0.5,0.0,8.0,14,7,29,5,0,0,1,8,0,5
1024,Black Mantis Thrust,1.0,0.0,6.0,14,7,29,5,0,0,1,8,0,5
1025,Disrupting Stab,0.0,0.0,10.0,14,7,29,5,0,0,1,8,0,5
1026,Golden Lotus Strike,0.0,0.0,5.0,14,7,29,5,0,0,1,8,0,5
1027,Critical Defenses,1.0,0.75,30.0,6,7,35,10,0,0,0,0,0,0
1028,Way of Perfection,0.25,0.75,30.0,6,7,31,5,0,0,0,0,0,0
1029,Dark Apostasy,0.25,0.75,15.0,6,7,35,10,0,0,0,0,0,0
1030,Locust's Fury,1.0,0.75,10.0,6,7,35,10,0,0,0,0,0,0
1031,Shroud of Distress,1.0,0.75,45.0,6,7,31,10,0,0,0,0,0,0
1032,Heart of Shadow,0.25,0.0,15.0,5,7,31,5,0,0,0,0,0,1
1033,Impale,1.0,0.75,15.0,10,7,30,5,0,0,0,0,1,5
1034,Seeping Wound,0.25,0.75,12.0,4,7,35,15,0,0,0,0,0,5
1035,Assassin's Promise,0.75,0.75,45.0,4,7,30,5,0,0,0,0,0,5
1036,Signet of Malice,0.25,0.75,5.0,7,7,51,0,0,0,0,0,0,5
1037,Dark Escape,0.0,0.75,30.0,3,7,31,5,0,0,0,0,0,0
1038,Crippling Dagger,1.0,0.75,5.0,5,7,30,5,0,0,0,0,0,5
1039,Star Strike,1.0,0.75,0.0,10,7,51,0,0,0,0,0,0,0
1040,Spirit Walk,0.25,0.0,8.0,5,7,51,5,0,0,0,0,0,1
1041,Unseen Fury,0.0,0.0,20.0,3,7,31,5,0,0,0,0,0,0
1042,Flashing Blades,0.0,0.0,30.0,3,7,29,10,0,0,0,0,0,0
1043,Dash,0.0,0.0,8.0,3,7,51,5,0,0,0,0,0,0
1044,Dark Prison,0.25,0.75,30.0,4,7,30,10,0,0,0,0,0,5
1045,Palm Strike,0.75,0.75,7.0,10,7,35,5,0,0,2,0,0,5
1046,Assassin of Lyssa,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1047,Mesmer of Lyssa,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1048,Revealed Enchantment,1.0,0.75,0.0,5,5,3,10,0,0,0,0,0,5
1049,Revealed Hex,1.0,0.75,0.0,5,5,3,5,0,0,0,0,0,3
1050,Disciple of Energy,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1051,Empathy,2.0,0.75,10.0,4,5,2,10,0,0,0,0,0,5
1052,Accumulated Pain,2.0,0.75,12.0,5,5,1,5,0,0,0,0,0,5
1053,Psychic Distraction,0.25,0.75,2.0,5,5,2,10,0,0,0,0,0,5
1054,Ancestor's Visage,1.0,0.75,20.0,6,5,1,10,0,0,0,0,0,3
1055,Recurring Insecurity,1.0,0.75,10.0,4,5,1,10,0,0,0,0,0,5
1056,Kitah's Burden,1.5,0.75,30.0,4,5,1,15,0,0,0,0,0,5
1057,Psychic Instability,0.25,0.75,12.0,5,5,0,5,0,0,0,0,0,5
1058,Chaotic Power,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1059,Hex Eater Signet,1.0,0.75,25.0,7,5,3,0,0,0,0,0,0,3
1060,Celestial Haste,1.0,0.75,0.0,5,5,51,0,0,0,0,0,0,0
1061,Feedback,2.0,0.75,30.0,5,5,3,10,0,0,0,0,0,5
1062,Arcane Larceny,1.0,0.75,0.0,5,5,2,10,0,0,0,0,0,5
1063,Chaotic Ward,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1064,Favor of the Gods,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1065,Dark Aura,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1066,Spoil Victor,1.0,0.75,10.0,4,4,4,10,0,0,0,0,0,5
1067,Lifebane Strike,2.0,0.75,15.0,5,4,4,10,0,0,0,0,0,5
1068,Bitter Chill,1.0,0.75,10.0,5,4,5,5,0,0,0,0,0,5
1069,Taste of Pain,0.25,0.75,10.0,5,4,5,5,0,0,0,0,0,5
1070,Defile Enchantments,2.0,0.75,15.0,5,4,7,10,0,0,0,0,0,16
1071,Shivers of Dread,2.0,0.75,15.0,4,4,7,10,0,0,0,0,0,5
1072,Star Servant,1.0,0.75,0.0,10,4,51,0,0,0,0,0,0,0
1073,Necromancer of Grenth,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1074,Ritualist of Grenth,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1075,Vampiric Swarm,2.0,0.75,8.0,5,4,4,15,0,0,0,0,0,5
1076,Blood Drinker,2.0,0.75,8.0,5,4,4,5,0,0,0,0,0,5
1077,Vampiric Bite,0.75,0.75,2.0,10,4,4,15,0,0,0,0,0,5
1078,Wallow's Bite,0.75,0.75,3.0,10,4,4,1,10,0,0,0,0,5
1079,Enfeebling Touch,0.75,0.75,5.0,10,4,7,5,0,0,0,0,0,5
1080,Disciple of Ice,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1081,Teinai's Wind,1.0,0.75,8.0,5,6,8,5,0,0,0,0,0,5
1082,Shock Arrow,1.0,0.75,8.0,5,6,8,5,0,0,0,0,0,5
1083,Unsteady Ground,2.0,0.75,15.0,5,6,9,10,0,0,0,0,0,16
1084,Sliver Armor,1.0,0.75,30.0,6,6,9,10,0,0,0,0,0,0
1085,Ash Blast,1.0,0.75,15.0,4,6,9,5,0,0,0,0,0,5
1086,Dragon's Stomp,3.0,0.75,15.0,5,6,9,25,0,0,0,0,0,16
1087,Unnatural Resistance,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1088,Second Wind,1.0,0.75,5.0,5,6,51,5,0,0,0,0,0,0
1089,Cloak of Faith,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1090,Smoldering Embers,1.5,0.75,7.0,4,6,10,10,0,0,0,0,0,5
1091,Double Dragon,1.0,0.75,20.0,6,6,10,10,0,0,0,0,0,1
1092,Disciple of the Air,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1093,Teinai's Heat,1.0,0.75,20.0,11,6,10,15,0,0,0,0,0,0
1094,Breath of Fire,2.0,0.75,10.0,5,6,10,5,0,0,0,0,0,16
1095,Star Burst,0.75,0.75,7.0,5,6,10,5,0,0,0,0,0,5
1096,Glyph of Essence,1.0,0.75,20.0,12,6,51,5,0,0,0,0,0,0
1097,Teinai's Prison,1.0,0.75,15.0,4,6,11,10,0,0,0,0,0,5
1098,Mirror of Ice,0.75,0.75,15.0,4,6,11,10,0,0,0,0,0,1
1099,Teinai's Crystals,1.0,0.75,8.0,5,6,9,5,0,0,0,0,0,5
1100,Celestial Storm,1.0,0.75,0.0,10,6,51,0,0,0,0,0,0,16
1101,Monk of Dwayna,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1102,Aura of the Grove,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1103,Cathedral Collapse,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1104,Miasma,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1105,Acid Trap,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1106,Shield of Saint Viktor,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
1107,Urn of Saint Viktor: Level 1,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
1108,Urn of Saint Viktor: Level 2,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
1109,Urn of Saint Viktor: Level 3,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
1110,Urn of Saint Viktor: Level 4,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
1111,Urn of Saint Viktor: Level 5,0.0,0.0,0.0,5,0,51,0,0,0,0,0,0,0
1112,Aura of Light,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1113,Kirin's Wrath,2.0,0.75,30.0,5,3,14,5,0,0,0,0,0,0
1114,Spirit Bond,0.25,0.75,2.0,6,3,15,10,0,0,0,0,0,3
1115,Air of Enchantment,0.25,0.75,8.0,6,3,15,5,0,0,0,0,0,4
1116,Warrior's Might,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1117,Heaven's Delight,1.0,0.75,12.0,5,3,16,5,0,0,0,0,0,0
1118,Healing Burst,0.75,0.75,4.0,5,3,13,5,0,0,0,0,0,3
1119,Karei's Healing Circle,1.0,0.75,5.0,5,3,13,10,0,0,0,0,0,0
1120,Jamei's Gaze,0.75,0.75,3.0,5,3,13,10,0,0,0,0,0,4
1121,Gift of Health,0.75,0.75,5.0,5,3,13,5,0,0,0,0,0,4
1122,Battle Fervor,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1123,Life Sheath,0.25,0.75,2.0,6,3,15,5,0,0,0,0,0,3
1124,Star Shine,1.0,0.75,0.0,10,3,51,0,0,0,0,0,0,0
1125,Disciple of Fire,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1126,Empathic Removal,1.0,0.75,7.0,5,3,51,5,0,0,0,0,0,4
1127,Warrior of Balthazar,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1128,Resurrection Chant,6.0,0.75,15.0,5,3,13,10,0,0,0,0,0,6
1129,Word of Censure,1.0,0.75,2.0,5,3,14,10,0,0,0,0,0,5
1130,Spear of Light,1.0,0.75,15.0,5,3,14,5,0,0,0,0,0,5
1131,Stonesoul Strike,0.75,0.75,8.0,10,3,14,5,0,0,0,0,0,5
1132,Shielding Branches,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1133,Drunken Blow,0.0,0.0,7.0,14,1,21,5,0,0,0,185,0,5
1134,Leviathan's Sweep,0.0,0.0,8.0,14,1,17,5,0,0,0,185,0,5
1135,Jaizhenju Strike,0.0,0.0,8.0,14,1,20,5,0,0,0,128,0,5
1136,Penetrating Chop,0.0,0.0,0.0,14,1,18,0,0,120,0,1,0,5
1137,Yeti Smash,0.0,0.0,0.0,14,1,19,0,0,150,0,16,0,5
1138,Disciple of the Earth,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1139,Ranger of Melandru,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1140,Storm of Swords,1.0,0.75,0.0,10,1,51,0,0,0,0,0,0,0
1141,"""You Will Die!""",0.0,0.0,15.0,15,1,17,5,0,0,0,0,0,5
1142,Auspicious Parry,0.0,0.0,2.0,3,1,21,0,0,25,0,0,0,0
1143,Strength of the Oak,0.0,0.0,0.0,1,0,51,0,0,0,0,0,0,0
1144,Silverwing Slash,0.0,0.0,0.0,14,1,20,0,0,200,0,128,0,5
1145,Destroy Enchantment,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1146,Shove,0.75,0.0,15.0,10,1,21,5,0,0,0,0,0,5
1147,Base Defense,0.25,0.75,1.0,10,0,51,5,0,0,0,0,0,5
1148,Carrier Defense,0.25,0.75,1.0,10,0,51,0,0,0,0,0,0,0
1149,The Chalice of Corruption,0.0,0.0,0.0,10,0,51,0,0,0,0,0,0,0
1150,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1151,Song of the Mists,0.0,0.0,15.0,15,0,51,5,0,0,0,0,0,0
1152,Demonic Agility,1.0,0.75,45.0,6,0,51,5,0,0,0,0,0,0
1153,Blessing of the Kirin,2.0,0.75,15.0,6,0,51,5,0,0,0,0,0,0
1154,Emperor Degen,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1155,Juggernaut Toss,0.75,0.75,15.0,10,0,51,0,0,50,0,0,0,5
1156,Aura of the Juggernaut,1.0,0.75,30.0,16,0,51,5,0,0,0,0,0,0
1157,Star Shards,0.0,0.0,0.0,4,0,51,0,0,0,0,0,0,0
1158,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1159,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1160,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1161,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1162,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1163,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1164,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1165,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1166,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1167,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1168,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1169,(monster only),0.0,0.0,0.0,4,0,51,0,0,0,0,0,0,0
1170,(monster only),0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1171,Frozen,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1172,Turtle Shell,0.0,0.0,0.0,3,0,51,0,0,0,0,0,0,0
1173,Exposed Underbelly,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1174,Cathedral Collapse,1.0,0.75,15.0,5,0,51,5,0,0,0,0,0,0
1175,Blood of zu Heltzer,10.0,0.75,0.0,5,0,51,0,0,0,0,0,0,0
1176,Afflicted Soul Explosion,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1177,Invincibility,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1178,Last Stand,0.0,0.0,0.0,10,0,51,0,0,0,0,0,0,0
1179,Dark Chain Lightning,0.0,0.0,15.0,14,0,51,5,0,0,0,255,0,5
1180,Seadragon Health Trigger,0.0,0.0,0.0,17,0,51,0,0,0,0,0,0,0
1181,Corrupted Breath,2.0,0.75,30.0,19,0,51,5,0,0,0,0,0,0
1182,Renewing Corruption,0.0,0.0,5.0,3,0,51,0,0,0,0,0,0,0
1183,Corrupted Dragon Spores,4.0,0.75,30.0,5,0,51,5,0,0,0,0,0,5
1184,Corrupted Dragon Scales,4.0,0.75,30.0,5,0,51,5,0,0,0,0,0,5
1185,Construct Possession,1.0,0.75,1.0,10,0,51,5,0,0,0,0,0,0
1186,Siege Turtle Attack,3.0,0.759999990463257,15.0,10,0,51,5,0,0,0,0,0,16
1187,Siege Turtle Attack,3.0,0.75,10.0,10,0,51,5,0,0,0,0,0,16
1188,Siege Turtle Attack,3.0,0.75,15.0,10,0,51,5,0,0,0,0,0,0
1189,Of Royal Blood,3.0,0.75,0.0,5,0,51,0,0,0,0,0,0,0
1190,Passage to Tahnnakai,3.0,0.75,0.0,5,0,51,0,0,0,0,0,0,0
1191,Sundering Attack,0.75,0.600000023841858,4.0,14,2,25,10,0,0,0,2,0,5
1192,Zojun's Shot,0.0,0.0,3.0,14,2,23,5,0,0,0,2,0,5
1193,Consume Spirit,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1194,Predatory Bond,0.0,0.0,30.0,15,2,22,10,0,0,0,0,0,0
1195,Heal as One,1.0,0.0,5.0,10,2,22,5,0,0,0,0,0,0
1196,Zojun's Haste,0.0,0.0,30.0,3,2,23,5,0,0,0,0,0,0
1197,Needling Shot,0.75,0.600000023841858,4.0,14,2,25,5,0,0,0,2,0,5
1198,Broad Head Arrow,0.0,0.0,15.0,14,2,25,15,0,0,0,2,0,5
1199,Glass Arrows,2.0,0.75,12.0,19,2,23,5,0,0,0,0,0,0
1200,Archer's Signet,1.0,0.75,12.0,7,2,23,0,0,0,0,0,0,0
1201,Savage Pounce,0.0,0.0,10.0,20,2,22,5,0,0,0,0,0,0
1202,Enraged Lunge,0.0,0.75,5.0,20,2,22,5,0,0,0,0,0,0
1203,Bestial Mauling,0.0,0.75,20.0,20,2,22,5,0,0,0,0,0,0
1204,Energy Drain,0.0,0.0,0.0,23,0,51,0,0,0,0,0,0,0
1205,Poisonous Bite,0.0,0.0,7.0,20,2,22,5,0,0,0,0,0,0
1206,Pounce,0.0,0.75,20.0,20,2,22,5,0,0,0,0,0,0
1207,Celestial Stance,0.0,0.75,0.0,10,2,51,0,0,0,0,0,0,0
